# Generated by tools/generate-amigaos-lvos.py.
# AROS revision: d13e9e537f9e6f53e5fc255899c0e234be5d5ee2
# Derived from AROS public ABI metadata; see LICENSE.AROS.
# module	lvo	name
mathieeedoubtrans.library	9	IEEEDPSincos
mathieeedoubtrans.library	10	IEEEDPSinh
mathieeedoubtrans.library	11	IEEEDPCosh
mathieeedoubtrans.library	12	IEEEDPTanh
mathieeedoubtrans.library	13	IEEEDPExp
mathieeedoubtrans.library	14	IEEEDPLog
mathieeedoubtrans.library	15	IEEEDPPow
mathieeedoubtrans.library	16	IEEEDPSqrt
mathieeedoubtrans.library	17	IEEEDPTieee
mathieeedoubtrans.library	18	IEEEDPFieee
mathieeedoubtrans.library	19	IEEEDPAsin
mathieeedoubtrans.library	20	IEEEDPAcos
mathieeedoubtrans.library	21	IEEEDPLog10
input.device	7	PeekQualifier
console.device	7	CDInputHandler
console.device	8	RawKeyConvert
console.device	9	GetConSnip
console.device	10	SetConSnip
console.device	11	AddConSnipHook
console.device	12	RemConSnipHook
timer.device	7	AddTime
timer.device	8	SubTime
timer.device	9	CmpTime
timer.device	10	ReadEClock
timer.device	11	GetSysTime
timer.device	12	GetUpTime
scsi.device	7	GetRdskLba
scsi.device	8	GetBlkSize
ramdrive.device	7	killrad0
ramdrive.device	8	killrad
